sentence	label
Aw gee, globe, you show the world that you live in a fairy tale world. Aw, I'll lmao when it crashes down on useless tools, like you.	1
ad1> Where's your aloha spirit, huh???? Don't be a hypocrite, okay????	1
Nooooo, Desa. Kelley is now the Senate president. Wasn't it his little boy that's in prison for sex offending? Kelley taught little Kelley Republican family values.	0
Yahooooooooo. Score one for the dogs...	0
After years of talk without meaningful action, who can possibly continue to pay attention to church hierarchs, including Pope Francis and Cardinal O'Malley, when they seek to assure us how serious they are about fighting clergy sexual abuse and about how much they care about victims of this abuse. Let them actually do something about the problem and let them start by removing present bishops who were guilty of playing musical chairs with clergy sexual predators. Until that happens, I'm not interested in their hypocritical assurances.	1
"""Experts in military technology"" had determined from the remains of that missile and one launched in July that both had come from Iran ""for the purpose of attacking the kingdom."" There must have been a note."	0
"The cowardly cockroaches of the right flee the light! Time to douse them with ""RAID""!"	1
"“Fearless Girl” looks like she’s capable of multitasking."" (yes!) ""Can you imagine her standing there, facing down Donald Trump every day?"" (Tried to shoo her away, but she persisted!) At first, I considered Di Modica kinda silly in an ""I'm Picasso"" sort of way, but not now. Still, I hope he can deal with 'Fearless Girl' just one more year and not sue. Agree with Collins, FG should travel the USA wherever needed. ;-)"	0
Hmmmm, if he means ‘greed’ he should say greed. (Won’t happen, of courses) Nevertheless, money like guns, is neither good or evil. It is a tool for both. Is it not, Mr Soros?	0
Am I the only one who feel the pilot overreacted? Dumping tons of fuel for no apparent threat from a silly guy?	1
Sorry kiddo. Supporting Trump precludes you from being decent, good, smart, thinking, or honorable. I suppose you can still be independent, hard working, and educated, though I'm really not sure about that last one. Trump has absolutely nothing to offer anyone decent. He's just disgusting not to mention dishonest, stupid as a box of rocks, uneducated, and unbelievably ignorant. That is not a complete list.	1
Interesting comments on the fairness of an income tax, Dr. Paton. You are, however, not factoring in the importance to a large number of Alaskans of STIGGIN' IT. As we have often seen in the past, many 'conservative' Alaskans will forgo any semblance of fairness or economic benefit if they are able to feel the warm fuzziness of STIGGIN' IT to the Lazy Poors, libs, others they feel are at fault for their personal failings, etc. We will get a regressive sales tax that will hit middle and lower income folks the hardest but it will FEEL GOOD, dammit!	1
"My comment in no way was racist, Robert. ""Ape"" is a subhuman. but has nothing to do with race. Actually I think you are far off base in this, and as I said, you seem to be defending the murderer against racist charges, when none were there. Basically I called the murderer subhuman. Do you disagree with that? No, of course not. So what are you attacking me for, exactly? Buddy, I think your head is not on straight. This head shooter, and I don't care what color he is, has to go down, along with his whole criminal gang."	1
